"id","building_id","car_type","time","temporary_parking_count","subscriptions_count","parking_rate","parked_count","created_at"
1605646,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 19:24:00",6,31,0.0920398,37,"2024-11-04 09:08:50"
1605653,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 19:54:00",6,31,0.0920398,37,"2024-11-04 09:08:50"
1605659,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 20:24:00",6,31,0.0920398,37,"2024-11-04 09:08:50"
1605667,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 20:54:00",7,31,0.0945274,38,"2024-11-04 09:08:50"
1605673,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 21:24:00",7,31,0.0945274,38,"2024-11-04 09:08:50"
1605676,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 21:54:00",7,31,0.0945274,38,"2024-11-04 09:08:50"
1605685,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 22:24:00",7,31,0.0945274,38,"2024-11-04 09:08:50"
1605690,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 22:54:00",7,31,0.0945274,38,"2024-11-04 09:08:50"
1605694,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 23:24:00",7,31,0.0945274,38,"2024-11-04 09:08:50"
1605701,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 23:54:00",7,31,0.0945274,38,"2024-11-04 09:08:50"
1605707,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 00:24:00",8,31,0.0970149,39,"2024-11-04 09:08:50"
1605714,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 00:54:00",8,31,0.0970149,39,"2024-11-04 09:08:50"
1605717,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 01:24:00",8,31,0.0970149,39,"2024-11-04 09:08:50"
1605722,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 01:54:00",10,31,0.10199,41,"2024-11-04 09:08:50"
1605731,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 02:24:00",9,31,0.0995025,40,"2024-11-04 09:08:50"
1605737,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 02:54:00",9,31,0.0995025,40,"2024-11-04 09:08:50"
1605744,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 03:24:00",8,31,0.0970149,39,"2024-11-04 09:08:50"
1605750,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 03:54:00",8,31,0.0970149,39,"2024-11-04 09:08:50"
1605753,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 04:24:00",8,31,0.0970149,39,"2024-11-04 09:08:50"
1605758,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 04:54:00",6,31,0.0920398,37,"2024-11-04 09:08:50"
1605764,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 05:24:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605770,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 05:54:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605776,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 06:24:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605782,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 06:54:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605788,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 07:24:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605794,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 07:54:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605800,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 08:24:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605802,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 08:54:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605809,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 09:24:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605816,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 09:54:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605823,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 10:24:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605827,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 10:54:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605833,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 11:24:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605839,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 11:54:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605845,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 12:24:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605851,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 12:54:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605860,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 13:24:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605865,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 13:54:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605871,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 14:24:00",5,31,0.0895522,36,"2024-11-04 09:08:50"
1605876,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 14:54:00",5,31,0.0895522,36,"2024-11-04 09:08:51"
1605885,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 15:24:00",7,31,0.0945274,38,"2024-11-04 09:08:51"
1605890,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 15:54:00",8,31,0.0970149,39,"2024-11-04 09:08:51"
1605898,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 16:24:00",15,31,0.114428,46,"2024-11-04 09:08:51"
1605903,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 16:54:00",20,31,0.126866,51,"2024-11-04 09:08:51"
1605907,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 17:24:00",22,31,0.131841,53,"2024-11-04 09:08:51"
1605913,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 17:54:00",25,31,0.139303,56,"2024-11-04 09:08:51"
1605920,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 18:24:00",29,31,0.149254,60,"2024-11-04 09:08:51"
1605928,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 18:54:00",32,32,0.159204,64,"2024-11-04 09:08:51"
1605933,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 19:24:00",35,32,0.166667,67,"2024-11-04 09:08:51"
1605939,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 19:54:00",37,32,0.171642,69,"2024-11-04 09:08:51"
1605945,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 20:24:00",38,33,0.176617,71,"2024-11-04 09:08:51"
1605953,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 20:54:00",41,33,0.18408,74,"2024-11-04 09:08:51"
1605958,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 21:24:00",46,33,0.196517,79,"2024-11-04 09:08:51"
1605963,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 21:54:00",48,34,0.20398,82,"2024-11-04 09:08:51"
1605970,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 22:24:00",51,34,0.211443,85,"2024-11-04 09:08:51"
1605976,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 22:54:00",47,34,0.201493,81,"2024-11-04 09:08:51"
1605981,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 23:24:00",47,34,0.201493,81,"2024-11-04 09:08:51"
1605988,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-03 23:54:00",42,34,0.189055,76,"2024-11-04 09:08:51"
1605994,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 00:24:00",39,34,0.181592,73,"2024-11-04 09:08:51"
1606001,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 00:54:00",36,36,0.179104,72,"2024-11-04 09:08:51"
1606008,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 01:24:00",31,36,0.166667,67,"2024-11-04 09:08:51"
1606013,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 01:54:00",27,36,0.156716,63,"2024-11-04 09:08:51"
1606020,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 02:24:00",22,36,0.144279,58,"2024-11-04 09:08:51"
1606024,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 02:54:00",21,36,0.141791,57,"2024-11-04 09:08:51"
1606032,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 03:24:00",19,36,0.136816,55,"2024-11-04 09:08:51"
1606038,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 03:54:00",20,36,0.139303,56,"2024-11-04 09:08:51"
1606040,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 04:24:00",19,36,0.136816,55,"2024-11-04 09:08:51"
1606049,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 04:54:00",18,36,0.134328,54,"2024-11-04 09:08:51"
1606054,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 05:24:00",13,36,0.121891,49,"2024-11-04 09:08:51"
1606061,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 05:54:00",10,36,0.114428,46,"2024-11-04 09:08:51"
1606066,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 06:24:00",7,36,0.106965,43,"2024-11-04 09:08:51"
1606072,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 06:54:00",7,36,0.106965,43,"2024-11-04 09:08:51"
1606079,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 07:24:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606085,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 07:54:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606091,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 08:24:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606097,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 08:54:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606102,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 09:24:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606110,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 09:54:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606115,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 10:24:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606122,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 10:54:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606128,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 11:24:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606132,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 11:54:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606139,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 12:24:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606146,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 12:54:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606150,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 13:24:00",6,36,0.104478,42,"2024-11-04 09:08:51"
1606159,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-04 13:54:00",6,36,0.104478,42,"2024-11-04 09:08:51"
